Price,Location,Size,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
55 000 000 Ksh,Dagoretti Buruburu 55M,30mx30m,4.0,2.0,,,,,Yes
110 000 000 Ksh,"www.nairobiland.com,Karen @110 millions",25/20m,,1.0,,,,Yes,Yes
50 000 000 Ksh,50M Kilimani,25mx30m,4.0,3.0,,,,,
48 000 000 Ksh,48m Kahawa,/,4.0,3.0,,Yes,,,
60 000 000 Ksh,Nairobi-Kahawa-festus,20mx20m,4.0,3.0,,,,,
65 000 000 Ksh,"Nairobi,Kasarani",/,4.0,2.0,,Yes,,Yes,Yes
60 000 000 Ksh,"Kasarani, house for sale @60.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
130 000 000 Ksh,"Kibra, house for sale @130.000.000 Ksh",35/30m,5.0,5.0,,,,Yes,Yes
60 000 000 Ksh,"Ngara,property24.com",25mx30m,4.0,3.0,,,,,
45 000 000 Ksh,Kahawa @45.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
100 000 000 Ksh,Nairobi-Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Ksh,Kasarani house for sale@55 millions,25/20m,,1.0,,,,Yes,Yes
40 000 000 Ksh,40M Komarock,20mx30m,4.0,3.0,,,,,
30 000 000 Ksh,30M Kinoo,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
47 000 000 Ksh,Nairobi,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
42 000 000 Ksh,42M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
130 000 000 Ksh,Nairobi Kibra,30/25 ,4.0,5.0,,,,Yes,Yes
43 000 000 Ksh,Nairobi Kahawa,25/20m,4.0,2.0,,,,Yes,Yes
47 000 000 Ksh,Nairobi 47M,/,4.0,3.0,,Yes,,,
55 000 000 Ksh,Nairobi@festus,20mx30m,4.0,3.0,,,,Yes,Yes
140 000 000 Ksh,www.nairobilandhouse.com Kibra@140.000.000Ksh,30/30m,6.0,4.0,,,,Yes,Yes
35 000 000 Ksh,Kilimani,/,4.0,2.0,,,,,
35 000 000 Ksh,35M Githurai44,25mx20m,4.0,2.0,,,,,Yes
105 000 000 Ksh,"Karen, Nairobi",,4.0,3.0,Yes,Yes,Yes,Yes,
30 000 000 Ksh,30M Kinoo,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Ksh,"www.nairobiland.com,Kahawa @50 millions",25/20m,,1.0,,,,Yes,Yes
350 000 000 Ksh,RUGANDO,/,,,,,,,
50 000 000 Ksh,Dagoretti house for sale@50 millions,20/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,90m Karen,20MX30M,4.0,2.0,,,,Yes,Yes
47 000 000 Ksh,Nairobi,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Ksh,Kahawa @55.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,Nairobi-Kasarani,25mx30m,5.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Ksh,Kasarani house for sale@55 millions,20/25m,,1.0,,,,Yes,Yes
150 000 000 Ksh,"Karen house for sale, 150 millions",20/25P,5.0,4.0,Yes,,,Yes,Yes
32 000 000 Ksh,32M Komarock,/,4.0,3.0,,Yes,,,
120 000 000 Ksh,Karen house for sale@120 millions,30/20m,5.0,4.0,Yes,,,Yes,Yes
40 000 000 Ksh,40M Dagoretti,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Ksh,65m Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
18 000 000 Ksh,Githurai44,/,6.0,1.0,,,,Yes,
90 000 000 Ksh,90m Karen,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
53 000 000 Ksh,Nairobi-Komarock-festus,20mx25m,,3.0,Yes,Yes,Yes,Yes,
85 000 000 Ksh,Karen 85M,600sqm,4.0,4.0,,,,,
35 000 000 Ksh,35m Kahawa,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
40 000 000 Ksh,"Nairobi,Jogooroad",/,4.0,2.0,,,,Yes,Yes
90 000 000 Ksh,90M Kasarani,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
150 000 000 Ksh,"Karen house for sale, 150 millions",20/25P,5.0,4.0,Yes,,,Yes,Yes
30 000 000 Ksh,30m Kahawa,/,4.0,3.0,,Yes,,,
60 000 000 Ksh,Kilimani @60.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Kahawa house for sale@65 millions,20/25m,,1.0,,,,Yes,Yes
90 000 000 Ksh,Kgaramaga 90m,600sqm,4.0,4.0,,,,,
45 000 000 Ksh,Nairobi,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
43 000 000 Ksh,Nairobi Kahawa,25/20m,4.0,2.0,,,,Yes,Yes
60 000 000 Ksh,Nairobi Kahawa,,4.0,3.0,,Yes,Yes,Yes,Yes
320 000 000 Ksh,Ruai RESIDENTIAL HOUSE FOR SALE @320.000.000 Ksh,35/30P,7,6.0,,,,Yes,Yes
120 000 000 Ksh,www.nairobilandhouse.com is selling a house at Karen/price:120.000.000Ksh,35/30m,6.0,6.0,,,,Yes,Yes
42 000 000 Ksh,42M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Ksh,25M Ruaraka,/,4.0,3.0,,Yes,,,
25 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,
200 000 000 Ksh,200M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
90 000 000 Ksh,90M Kasarani,30mx20m,5.0,3.0,,,,,Yes
20 000 000 Ksh,20M Ngongroad,/,4.0,3.0,,Yes,,,
37 000 000 Ksh,37m Kahawa,20mx30m,4.0,3.0,,,,,
85 000 000 Ksh,Karen,/,4.0,3.0,Yes,,,Yes,
85 000 000 Ksh,Nairobidealer.com,600Sqm,4.0,3.0,,,Yes,,Yes
300 000 000 Ksh,Nairobi Runda,36mx28m,,,,,,,
45 000 000 Ksh,Nairobi Kinoo,/,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Nairobi Kahawa,25/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Nairobi-Kahawa@festus,400sqm,4.0,3.0,,,,,Yes
43 000 000 Ksh,Nairobi Dagoretti,600Sqm,4.0,3.0,,,Yes,,Yes
58 000 000 Ksh,Kasarani,20/30C,5.0,,,,,Yes,
47 000 000 Ksh,Kahawa house for sale@47 millions,30/25m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi Kilimani,25/30m,4.0,3.0,,,,Yes,Yes
130 000 000 Ksh,Nairobi Karen,30/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Ksh,30M Jogooroad,20mx30m,4.0,3.0,,,,,
150 000 000 Ksh,"Ngara, house for sale @150.000.000 Ksh",40/35m,4.0,4.0,,,,Yes,Yes
20 000 000 Ksh,20M Ngongroad,/,4.0,3.0,,Yes,,,
50 000 000 Ksh,Kahawa @50.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,65m Uthiru,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
130 000 000 Ksh,Kibra,/,4.0,4.0,,,Yes,,
65 000 000 Ksh,"Karen, @65.000.000 Ksh",25/35m,4.0,3.0,,,,Yes,Yes
40 000 000 Ksh,40milliona Kariobangi,/,4.0,3.0,,,,,Yes
34 000 000 Ksh,34M Kilimani,20mx25m,2.0,2.0,Yes,Yes,Yes,Yes,
120 000 000 Ksh,Karen:property24.com,20mx25m,5.0,4.0,,,,,
55 000 000 Ksh,55m Kilimani,25mx20m,3.0,2.0,Yes,Yes,Yes,Yes,
30 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kinoo@30.000.000Ksh,25/20m,4.0,3.0,,,,Yes,Yes
95 000 000 Ksh,www.nairobiland.com/ Kilimani@85 millions,35/30m,4.0,3.0,,,,Yes,Yes
27 000 000 Ksh,27m Makadara,25mx30m,4.0,2.0,Yes,Yes,Yes,Yes,
50 000 000 Ksh,"Nairobidealers,com",600Sqm,4.0,3.0,,,Yes,,Yes
27 000 000 Ksh,27M Ngongroad,20mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
90 000 000 Ksh,Nairobi Ruai,25/30M,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,35M KIMIHURA,/,4.0,3.0,,Yes,,,
70 000 000 Ksh,70M Jogooroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Ksh,85M Uthiru,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Ksh,Nairobi-Karen house for sale@120 millions:www.nairobiland.com,25/35m,4.0,1.0,,,,Yes,Yes
60 000 000 Ksh,Kilimani @4bedrooms @60.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,"Karen, @85.000.000 Ksh",25/30m,5.0,4.0,,,,Yes,Yes
110 000 000 Ksh,110M Kibra,20mx30m,4.0,3.0,,,,,
100 000 000 Ksh,Nairobi--Karen,/,4.0,3.0,,Yes,,,
27 000 000 Ksh,27M Kahawa ,15mx20m,3.0,3.0,,,,,Yes
$ 100 000,"Karen, Nairobi",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Ksh,120M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Ksh,www.nairobiland.com/ Kahawa@55 millions,25/20m,4.0,3.0,,,,Yes,Yes
145 000 000 Ksh,"Nairobi,Karen",,5.0,4.0,Yes,Yes,Yes,Yes,Yes
40 000 000 Ksh,Nairobi-Komarock,,4.0,3.0,,,Yes,Yes,Yes
55 000 000 Ksh,Komarock house for sale@55 millions,20/25m,,1.0,,,,Yes,Yes
60 000 000 Ksh,Kilimani house for sale@60 millions,30/20m,,1.0,,,,Yes,Yes
140 000 000 Ksh,Nairobi CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
150 000 000 Ksh,"www.nairobiland.com,Kibra @150 millions",25/25m,,1.0,,,,Yes,Yes
160 000 000 Ksh,www.nairobiland.com Kibra @160.000.000 Ksh,20/25m,4.0,3.0,,,,Yes,Yes
100 600 000 000 Ksh,"Westlands, Nairobi",,5.0,4.0,Yes,Yes,Yes,Yes,
110 000 000 Ksh,110M Kibra,20mx30m,4.0,3.0,,,,,
130 000 000 Ksh,Kilimani house for sale@130 millions,30/25P,6.0,4.0,Yes,,,Yes,Yes
34 000 000 Ksh,34M Runda,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
75 000 000 Ksh,"Kasarani, house for sale @70.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,Nairobi,/,,3.0,,,,,
45 000 000 Ksh,"www.nairobiland.com,Kahawa @45 millions",25/20m,,1.0,,,,Yes,Yes
60 000 000 Ksh,"Kahawa, Nairobi",,4.0,3.0,,,Yes,Yes,
31 000 000 Ksh,Pangani,,4.0,3.0,,,Yes,,Yes
25 000 000 Ksh,Karen 25M,15m/20m,4.0,3.0,,,,Yes,
70 000 000 Ksh,70M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Ksh,Githurai45,/,4.0,1.0,,,,Yes,Yes
55 000 000 Ksh,Kahawa @55.000.000 Ksh,28/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,Kahawa;60.000.000Ksh,30/30m,4.0,3.0,,,,Yes,Yes
42 000 000 Ksh,"42M,Kinoo",25mx30m,4.0,3.0,,,,,
28 000 000 Ksh,28M Ngongroad,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
120 000 000 Ksh,Karen house for sale@120 millions,30/20m,5.0,4.0,Yes,,,Yes,Yes
65 000 000 Ksh,Nairobi ,/,5.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi-Dagoretti @63 millions,25/30m,4.0,3.0,,,,Yes,Yes
200 000 000 Ksh,Kasarani house for sale @200 millions,35/30P,6.0,5.0,,,,Yes,Yes
100 000 000 Ksh,"Kibra, house for sale @100.000.000 Ksh",25/30m,5.0,3.0,,,,Yes,Yes
68 000 000 Ksh,Nairobi,/,,3.0,,,,,
45 000 000 Ksh,45m Uthiru,/,4.0,3.0,,Yes,,,
85 000 000 Ksh,www.nairobiland.com/ Karen@ 85 millions,25/35m,4.0,1.0,,,,Yes,Yes
160 000 000 Ksh,Westlands@160 millions,/,4.0,4.0,Yes,,,,
35 000 000 Ksh,Uthiru 35M,20mx30m,3.0,2.0,,,,Yes,Yes
25 000 000 Ksh,25M Dagoretti,25mx20m,4.0,2.0,Yes,Yes,Yes,Yes,Yes
40 000 000 Ksh,40M Dagoretti,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
18 000 000 Ksh,Kahawa airport Nairobi,400sqm,3.0,1.0,,,,,Yes
115 000 000 Ksh,Karen  ,25/30P,5.0,3.0,,,,,
20 000 000 Ksh,Nairobi,20m/40m,,,,,,,
Negotiable,Kinoo-Nairobi,13 sqm,4.0,,,,,,
35 000 000 Ksh,Nairobi,/,4.0,2.0,,,,Yes,
50 000 000 Ksh,Nairobi Kahawa,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Kasarani@65m Nairobidealer,20/25 ,4.0,3.0,,,,Yes,
55 000 000 Ksh,Kasarani:property24.com,20mx30m,4.0,4.0,,,,,
80 000 000 Ksh,Jogooroad 80m,600sqm,4.0,3.0,,,,,
70 000 000 Ksh,Nairobi CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
45 000 000 Ksh,Kahawa @45.000.000 Ksh,25/25m,4.0,3.0,,,,Yes,Yes
300 000 000 Ksh,Kibra house for sale@300 millions,30/30P,6.0,6.0,Yes,,,Yes,Yes
120 000 000 Ksh,Karen house for sale@120.000.000 Ksh,30/30m,4.0,4.0,,,,Yes,Yes
140 000 000 Ksh,Kilimani house @140.000.000 Ksh,30/40m,5.0,5.0,,,,Yes,Yes
40 000 000 Ksh,40M Gihogwe at Akagera motor,,4.0,2.0,Yes,,Yes,Yes,Yes
45 000 000 Ksh,Ruaraka,/,,,,,,,
45 000 000 Ksh,45M Jogooroad,20MX30M,4.0,3.0,,,,Yes,Yes
47 000 000 Ksh,Ruaraka 70M,20/15F,4.0,4.0,,,Yes,,
85 000 000 Ksh,85M Uthiru,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Ksh,"Kasarani, house for sale @65.000.000 Ksh",30/35m,5.0,5.0,,,Yes,Yes,Yes
85 000 000 Ksh,"Kilimani house for sale, 4.0.0 bedrooms, price:85 millions",/,4.0,3.0,,,,,
60 000 000 Ksh,60M Kahawa,30mx20m,4.0,3.0,,,,,Yes
70 000 000 Ksh,70M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
150 000 000 Ksh,"Nairobi,Kilimani",/,4.0,4.0,,Yes,,Yes,
85 000 000 Ksh,85M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
95 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kahawa@95millions,25/30P,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Kilimani @65.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kasarani @65.000.000Ksh,25/30m,,1.0,,,,Yes,Yes
110 000 000 Ksh,110M Kabete,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
60 000 000 Ksh,60M Umoja,20MX30M,4.0,2.0,,,,Yes,Yes
55 000 000 Ksh,Nairobi Kilimani,25/30m,4.0,3.0,,,,Yes,Yes
180 000 000 Ksh,Kibra,/,4.0,4.0,,,Yes,,
30 000 000 Ksh,30M Kinoo,40mx25m,3.0,2.0,Yes,Yes,Yes,Yes,
80 000 000 Ksh,Nairobi 80,30/25p,4.0,3.0,,Yes,,Yes,Yes
49 000 000 Ksh,Kahawa,749sqm,4.0,3.0,,,,Yes,
38 000 000 Ksh,38M Kahawa,20m/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,Kibra,/,4.0,3.0,,,,Yes,
60 000 000 Ksh,Mathare:property24.com,25mx30m,4.0,3.0,,,,,
200 000 000 Ksh,200M Karen,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
70 000 000 Ksh,"Kasarani, house for sale @70.000.000 Ksh",40/30m,4.0,3.0,,,,Yes,Yes
58 000 000 Ksh,58m Karen,25m/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Kahawa house for sale@65 millions,20/25m,,1.0,,,,Yes,Yes
150 000 000 Ksh,"Nairobi,Ngara",/,4.0,3.0,,Yes,,Yes,
27 000 000 Ksh,27M Ngongroad/muyumbu,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
24 000 000 Ksh,24M Jogooroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
47 000 000 Ksh,Nairobi-Kahawa,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Ksh,55M Kabeteba,25mx20m,4.0,2.0,,,,,Yes
90 000 000 Ksh,Ruai house for sale@90 millions,30/25m,4.0,3.0,,,,Yes,Yes
30 000 000 Ksh,Nairobidealer.com,600Sqm,4.0,2.0,,,Yes,,Yes
218 000 000 Ksh,Hurlingham-Muthaiga,999sqm,,,,,,,Yes
45 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,Yes
20 000 000 Ksh,20M Malaa,/,5.0,2.0,,Yes,,,
90 000 000 Ksh,90M Kahawa,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Ksh,35M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Ksh,Nairobi -Mathare,/,4.0,3.0,,,,,Yes
47 000 000 Ksh,47M Kahawa,30/20m,4.0,3.0,,,,Yes,Yes
72 000 000 Ksh,Nairobi-Kahawa,500Sqm,4.0,3.0,Yes,,,Yes,Yes
212 000 000 Ksh,Kasarani,1300 sq,5.0,5.0,,,,Yes,Yes
40 000 000 Ksh,Komarock,25/30 ,4.0,2.0,,,,,
400 000 000 Ksh,Nairobi,/,4.0,3.0,,Yes,,,
38 000 000 Ksh,38M Mathare,25m/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,www.nairobiland.com/ Kahawa@55 millions.,25/30m,4.0,3.0,,,,Yes,Yes
100 500 000 000 Ksh,Karen @150 millions,25/20m,,1.0,,,,Yes,Yes
120 000 000 Ksh,"www.nairobiland.com, Karen@120 millions",25/30m,5.0,4.0,,,,Yes,Yes
15 000 000 Ksh,Nairobi ,/,3.0,,,,,,
38 000 000 Ksh,38M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
47 000 000 Ksh,Kahawa house for sale@47 millions,20/20m,,1.0,,,,Yes,Yes
130 000 000 Ksh,"Nairobi, Kilimani",,,,Yes,Yes,Yes,Yes,Yes
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
250 000 000 Ksh,"Nairobi,Kibra",/,6.0,5.0,,Yes,,,
350 000 000 Ksh,Ngumo,3338sqm,5.0,2.0,,Yes,,Yes,
25 000 000 Ksh,25M Ngongroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
30 000 000 Ksh,30m Kahawa,/,4.0,3.0,,Yes,,,
65 000 000 Ksh,"Karen, @65.000.000 Ksh",28/30m,4.0,3.0,,,,Yes,Yes
130 000 000 Ksh,130M Kariobangi,/,3.0,3.0,,Yes,,,
120 000 000 Ksh,"www.nairobilandhouse.com,Karen @120 millions",25/20m,,1.0,,,,Yes,Yes
50 000 000 Ksh,Kahawa 50millions,25/30m,4.0,3.0,,,,Yes,Yes
100 000 000 Ksh,Ruai @100.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,"www.nairobiland.com,Kahawa @50 millions",25/20m,,1.0,,,,Yes,Yes
65 000 000 Ksh,Kahawa house for sale@65 millions,25/20â,4.0,3.0,,,,Yes,Yes
61 000 000 Ksh,www.Nairobidealer.com,30/20f,4.0,3.0,,,,Yes,
60 000 000 Ksh,Kilimani @60.000.000 Ksh,25/30m,4.0,2.0,,,,Yes,Yes
45 000 000 Ksh,Kilimani:property24.com,15mx30m,4.0,2.0,,,,,
47 000 000 Ksh,Kahawa house for sale@47 millions,30/25m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,Kilimani @70.000.000 Ksh,28/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,"Nairobi,Karen",/,4.0,3.0,,Yes,,Yes,
55 000 000 Ksh,Nairobi Umoja,25/20m,4.0,3.0,,,,Yes,Yes
110 000 000 Ksh,110M Karen,25m/30m,4.0,0,,,,Yes,Yes
35 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,
48 000 000 Ksh,Kahawa,525sqm,4.0,3.0,,,,Yes,Yes
140 000 000 Ksh,"Karen house for sale, 140 millions",30/25P,5.0,4.0,,,,Yes,Yes
14 000 000 Ksh,14M muyumbu,30mx20m,4.0,1.0,,,,Yes,
50 000 000 Ksh,50m Uthiru,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
18 000 000 Ksh,18m Dagoretti,/,4.0,2.0,,,,,
53 000 000 Ksh,Kahawa @53.000.000 Ksh,28/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,www.Nairobidealer.com,30/20p,3.0,3.0,,Yes,,Yes,Yes
70 000 000 Ksh,Kilimani @70.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
47 000 000 Ksh,Nairobi Kahawa,25/28m,4.0,3.0,,,,Yes,Yes
46 000 000 Ksh,Nairobi-Kahawa@festus,600sqm,4.0,1.0,,,,,Yes
65 000 000 Ksh,Nairobi Kasarani,25/30m,4.0,3.0,,,,Yes,Yes
45 000 000 Ksh,45M Komarock,20mx30m,4.0,3.0,,,,,
59 000 000 Ksh,59M Karen,20mx30m,4.0,3.0,,,,,
45 000 000 Ksh,"Nairobi, Kasarani Gigiri",/,4.0,2.0,,Yes,,Yes,Yes
100 000 000 Ksh,Umoja,806Sqm,4.0,2.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi--Karen,25mx30m,4.0,3.0,,,,,
65 000 000 Ksh,"www.nairobilandhouse.com,Kahawa @65 millions",25/20m,,1.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi Karen,/,4.0,3.0,,,,Yes,Yes
150 000 000 Ksh,Next to free zone 150M,2264 sq,4.0,1.0,,,,Yes,Yes
75 000 000 Ksh,75M Gigiri,/,4.0,3.0,,Yes,,,Yes
120 000 000 Ksh,NairobiKamulu,/,5.0,4.0,,,,,
90 000 000 Ksh,90M GIHOGWE,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
20 000 000 Ksh,20M Ngongroad,/,4.0,3.0,,Yes,,,
30 000 000 Ksh,30m Ngongroad,20mx30m,4.0,3.0,,,,Yes,
80 000 000 Ksh,Kibra house for sale@80 millions,20/25P,4.0,3.0,Yes,,,Yes,Yes
53 000 000 Ksh,Kahawa house for sale@53 millions,25/20m,,1.0,,,,Yes,Yes
75 000 000 Ksh,"Kasarani, house for sale @75.000.000 Ksh",28/30m,4.0,3.0,,,,Yes,Yes
160 000 000 Ksh,Karen,/,4.0,4.0,,,Yes,Yes,Yes
50 000 000 Ksh,Ngongroad:property24.com,25mx30m,4.0,3.0,,,,,
100 000 000 Ksh,Nairobi-Karen house for sale@100 millions:www.nairobiland.com,25/35m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,Karen house for sale@85 millions,/,4.0,3.0,,,,,
140 000 000 Ksh,Nairobi Karen,25/30m,6.0,4.0,,,,Yes,Yes
55 000 000 Ksh,"Nairobi,Kinoo",/,4.0,3.0,,Yes,,,
110 000 000 Ksh,110M Uthiru,20mx30m,4.0,3.0,,,,,
60 000 000 Ksh,Nairobi,20MX30M,4.0,3.0,,,,Yes,Yes
90 000 000 Ksh,90m Uthiru,20mx30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,"www.nairobiland.com,Kahawa @55 millions",25/25m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,"Nairobi,Kahawa",/,3.0,2.0,,Yes,,,
48 000 000 Ksh,Makadara,/,4.0,2.0,,,,Yes,
65 000 000 Ksh,"www.nairobiland.com,Uthiru@65 millions",25/30m,,1.0,,,,Yes,Yes
80 000 000 Ksh,80M Kilimani,20mx30m,4.0,3.0,,,,,
22 000 000 Ksh,www.Nairobidealer.com,20/15 ,4.0,3.0,,,,,
15 000 000 Ksh,Nairobi-Kilimani,/,3.0,1.0,,,,,
16 000 000 Ksh,Kahawa,20mx25m,3.0,2.0,,,,,
30 000 000 Ksh,30M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
110 000 000 Ksh,Nairobi Kibra,30/25 ,4.0,4.0,,,,Yes,Yes
38 000 000 Ksh,38m Dagoretti,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
30 000 000 Ksh,Nairobi Kasarani,20/30 ,,1.0,,,,,
18 000 000 Ksh,Nairobi,2525cal,,,,,,,
100 000 000 Ksh,Karen  ,25/30P,4.0,3.0,,,,,
42 000 000 Ksh,42m Kinoo,20mx30m,4.0,2.0,,,,,
15 000 000 Ksh,15M Ngongroad,30mx20m,4.0,1.0,Yes,Yes,Yes,Yes,
52 000 000 Ksh,52M Kilimani,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
50 000 000 Ksh,Ngongroad:property24.com,25mx30m,4.0,3.0,,,,,
45 000 000 Ksh,Nairobi Kahawa,25/20m,4.0,2.0,,,,Yes,Yes
35 000 000 Ksh,"Nairobi, Kilimani",,4.0,3.0,,,Yes,,
53 000 000 Ksh,"Kahawa, Nairobi",,4.0,3.0,Yes,Yes,Yes,Yes,
60 000 000 Ksh,Kasarani house for sale 60millions,/,4.0,3.0,,,,,Yes
300 000 000 Ksh,Nairobi Runda,36mx28m,,,,,,,
110 000 000 Ksh,Karen @110.000.000 Ksh,35/30m,4.0,3.0,,,,Yes,Yes
$500 ,"Karen, Nairobi",,3.0,3.0,Yes,Yes,Yes,Yes,
55 000 000 Ksh,Kahawa @55.000.000 Ksh,25/25m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,60M Kahawa,/,4.0,3.0,,Yes,,,
35 000 000 Ksh,35m Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
90 000 000 Ksh,Nairobi-Kasarani,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,Yes
30 000 000 Ksh,30M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Ksh,25M Kahawa,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
18 000 000 Ksh,Kahawa airport Nairobi,400sqm,3.0,1.0,,,,,Yes
42 000 000 Ksh,Nairobi ,22/15C,4.0,3.0,,,,Yes,
100 000 000 Ksh,100M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Ksh,Nairobi 65M,/,4.0,3.0,,Yes,,,
48 000 000 Ksh,Nairobi-Kasarani-Uthiru,20mx30m,4.0,3.0,,,,Yes,
60 000 000 Ksh,60M Kasarani ,700SQm,,2.0,,,,,
65 000 000 Ksh,www.nairobiland.com/ Kasarani@ 65 millions,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,Kahawa @50.000.000 Ksh,20/25m,4.0,3.0,,,,Yes,Yes
43 000 000 Ksh,www.Nairobidealer.com,30/20 ,4.0,3.0,,,,,
25 000 000 Ksh,Githurai45,/,,,,,,,
55 000 000 Ksh,"Nairobi,Kahawa @55 millions.",25/25m,4.0,3.0,,,,Yes,Yes
